id,detected_object,timestamp,weather,holiday
1156,metal,2025-04-06 17:58:13,sunny,0
1157,paper,2025-04-06 17:11:07,sunny,0
1158,plastic,2025-04-07 22:08:27,sunny,0
1159,organic,2025-04-07 21:50:21,sunny,0
1160,plastic,2025-04-07 20:00:06,sunny,0
1161,glass,2025-04-07 02:43:48,sunny,0
1162,paper,2025-04-07 17:38:53,sunny,0
1163,metal,2025-04-07 13:41:43,sunny,0
1164,glass,2025-04-07 22:48:40,sunny,0
1165,organic,2025-04-07 08:15:23,sunny,0
1166,paper,2025-04-07 21:30:10,sunny,0
1167,organic,2025-04-07 00:10:29,sunny,0
1168,metal,2025-04-07 03:45:30,sunny,0
1169,plastic,2025-04-07 04:02:14,sunny,0
1170,paper,2025-04-07 05:58:02,sunny,0
1171,paper,2025-04-07 01:38:44,sunny,0
1172,paper,2025-04-07 18:35:22,sunny,0
1173,plastic,2025-04-07 01:37:53,sunny,0
1174,plastic,2025-04-08 21:52:01,rainy,0
1175,glass,2025-04-08 06:47:27,rainy,0
1176,organic,2025-04-08 12:07:00,rainy,0
1177,metal,2025-04-08 05:11:03,rainy,0
1178,plastic,2025-04-08 06:34:35,rainy,0
1179,metal,2025-04-08 17:07:00,rainy,0
1180,plastic,2025-04-08 00:20:56,rainy,0
1181,glass,2025-04-09 05:44:55,cloudy,0
1182,plastic,2025-04-09 05:24:20,cloudy,0
1183,organic,2025-04-09 17:38:16,cloudy,0
1184,plastic,2025-04-09 08:47:09,cloudy,0
1185,plastic,2025-04-09 20:11:46,cloudy,0
1186,plastic,2025-04-09 11:00:39,cloudy,0
1187,paper,2025-04-09 15:19:34,cloudy,0
1188,plastic,2025-04-09 05:29:36,cloudy,0
1189,paper,2025-04-09 14:33:04,cloudy,0
1190,metal,2025-04-09 10:56:18,cloudy,0
1191,paper,2025-04-09 16:50:45,cloudy,0
1192,organic,2025-04-09 02:01:41,cloudy,0
1193,glass,2025-04-09 02:20:37,cloudy,0
1194,organic,2025-04-10 14:27:45,stormy,0
1195,glass,2025-04-10 03:32:42,stormy,0
1196,glass,2025-04-10 06:34:34,stormy,0
1197,organic,2025-04-10 06:08:13,stormy,0
1198,organic,2025-04-10 00:28:05,stormy,0
1199,paper,2025-04-11 14:13:48,rainy,0
1200,organic,2025-04-11 03:32:40,rainy,0
1201,metal,2025-04-11 17:19:00,rainy,0
1202,plastic,2025-04-11 16:09:40,rainy,0
1203,plastic,2025-04-11 17:43:16,rainy,0
1204,metal,2025-04-11 01:28:59,rainy,0
1205,organic,2025-04-11 05:50:13,rainy,0
1206,paper,2025-04-12 10:41:04,cloudy,0
1207,plastic,2025-04-12 15:43:06,cloudy,0
1208,organic,2025-04-12 14:27:15,cloudy,0
1209,organic,2025-04-12 23:29:07,cloudy,0
1210,metal,2025-04-12 21:39:04,cloudy,0
1211,paper,2025-04-12 13:06:55,cloudy,0
1212,glass,2025-04-12 21:49:16,cloudy,0
1213,paper,2025-04-12 11:25:19,cloudy,0
1214,plastic,2025-04-12 13:06:49,cloudy,0
1215,organic,2025-04-12 02:03:09,cloudy,0
1216,paper,2025-04-12 02:05:21,cloudy,0
1217,glass,2025-04-12 21:57:35,cloudy,0
1218,paper,2025-04-12 08:25:53,cloudy,0
1219,metal,2025-04-12 08:11:06,cloudy,0
1220,paper,2025-04-12 18:11:17,cloudy,0
1221,glass,2025-04-12 13:24:27,cloudy,0
1222,paper,2025-04-13 08:55:47,sunny,0
1223,plastic,2025-04-13 08:48:36,sunny,0
1224,organic,2025-04-13 13:31:03,sunny,0
1225,plastic,2025-04-13 18:26:05,sunny,0
1226,metal,2025-04-13 11:26:26,sunny,0
1227,plastic,2025-04-13 18:02:18,sunny,0
1228,plastic,2025-04-13 12:24:30,sunny,0
1229,organic,2025-04-13 12:10:29,sunny,0
1230,organic,2025-04-13 23:41:45,sunny,0
1231,glass,2025-04-13 13:43:36,sunny,0
1232,plastic,2025-04-13 19:20:45,sunny,0
1233,organic,2025-04-13 23:52:08,sunny,0
1234,metal,2025-04-13 02:23:04,sunny,0
1235,plastic,2025-04-13 06:38:40,sunny,0
1236,organic,2025-04-13 21:33:29,sunny,0
1237,organic,2025-04-13 02:05:20,sunny,0
1238,organic,2025-04-13 04:34:40,sunny,0
1239,organic,2025-04-13 19:10:55,sunny,0
1240,paper,2025-04-13 02:59:58,sunny,0
1241,organic,2025-04-13 16:50:26,sunny,0
1242,glass,2025-04-14 10:12:53,misty,0
1243,organic,2025-04-14 03:17:05,misty,0
1244,organic,2025-04-14 08:27:39,misty,0
1245,metal,2025-04-14 18:58:07,misty,0
1246,metal,2025-04-14 01:36:14,misty,0
1247,metal,2025-04-14 07:40:03,misty,0
1248,paper,2025-04-14 12:12:27,misty,0
1249,glass,2025-04-14 06:21:51,misty,0
1250,organic,2025-04-14 02:26:21,misty,0
1251,glass,2025-04-14 05:05:18,misty,0
1252,glass,2025-04-14 21:59:28,misty,0
1253,glass,2025-04-15 04:55:10,rainy,0
1254,plastic,2025-04-15 18:00:43,rainy,0
1255,glass,2025-04-15 09:57:27,rainy,0
1256,glass,2025-04-15 08:45:28,rainy,0
1257,metal,2025-04-15 20:57:15,rainy,0
1258,glass,2025-04-15 14:34:30,rainy,0
1259,plastic,2025-04-15 01:35:14,rainy,0
1260,plastic,2025-04-16 06:05:02,cloudy,0
1261,glass,2025-04-16 18:59:19,cloudy,0
1262,organic,2025-04-16 03:57:20,cloudy,0
1263,glass,2025-04-16 11:26:46,cloudy,0
1264,paper,2025-04-16 21:48:30,cloudy,0
1265,organic,2025-04-16 20:50:06,cloudy,0
1266,organic,2025-04-16 05:48:30,cloudy,0
1267,organic,2025-04-16 15:45:24,cloudy,0
1268,organic,2025-04-16 06:26:18,cloudy,0
1269,plastic,2025-04-16 05:46:30,cloudy,0
1270,organic,2025-04-16 21:47:52,cloudy,0
1271,metal,2025-04-16 17:43:36,cloudy,0
1272,metal,2025-04-16 03:42:16,cloudy,0
1273,organic,2025-04-17 09:26:38,sunny,0
1274,glass,2025-04-17 15:12:24,sunny,0
1275,plastic,2025-04-17 23:21:34,sunny,0
1276,metal,2025-04-17 12:21:24,sunny,0
1277,plastic,2025-04-17 09:07:13,sunny,0
1278,metal,2025-04-17 23:31:41,sunny,0
1279,organic,2025-04-17 05:25:59,sunny,0
1280,metal,2025-04-17 21:14:03,sunny,0
1281,paper,2025-04-17 05:41:35,sunny,0
1282,metal,2025-04-17 10:01:27,sunny,0
1283,organic,2025-04-17 17:36:38,sunny,0
1284,glass,2025-04-17 16:24:42,sunny,0
1285,plastic,2025-04-17 07:26:48,sunny,0
1286,paper,2025-04-17 02:46:09,sunny,0
1287,organic,2025-04-17 09:13:03,sunny,0
1288,plastic,2025-04-17 10:56:34,sunny,0
1289,paper,2025-04-18 18:30:37,sunny,1
1290,plastic,2025-04-18 18:36:07,sunny,1
1291,plastic,2025-04-18 11:45:14,sunny,1
1292,organic,2025-04-18 04:37:08,sunny,1
1293,organic,2025-04-18 13:49:10,sunny,1
1294,paper,2025-04-18 15:03:08,sunny,1
1295,plastic,2025-04-18 07:13:47,sunny,1
1296,plastic,2025-04-18 20:40:40,sunny,1
1297,plastic,2025-04-18 10:00:34,sunny,1
1298,plastic,2025-04-18 03:55:33,sunny,1
1299,plastic,2025-04-18 04:39:01,sunny,1
1300,plastic,2025-04-18 10:00:02,sunny,1
1301,metal,2025-04-18 12:49:43,sunny,1
1302,organic,2025-04-18 02:57:27,sunny,1
1303,plastic,2025-04-18 23:20:53,sunny,1
1304,organic,2025-04-18 23:13:57,sunny,1
1305,organic,2025-04-18 19:48:35,sunny,1
1306,plastic,2025-04-18 03:04:28,sunny,1
1307,plastic,2025-04-18 05:12:12,sunny,1
1308,plastic,2025-04-18 12:50:35,sunny,1
1309,plastic,2025-04-18 07:40:40,sunny,1
1310,paper,2025-04-18 14:43:35,sunny,1
1311,paper,2025-04-18 21:59:55,sunny,1
1312,organic,2025-04-18 21:18:49,sunny,1
1313,plastic,2025-04-18 02:50:20,sunny,1
1314,plastic,2025-04-18 20:12:30,sunny,1
1315,metal,2025-04-19 16:58:07,cloudy,0
1316,organic,2025-04-19 18:51:33,cloudy,0
1317,paper,2025-04-19 21:41:34,cloudy,0
1318,glass,2025-04-19 21:19:29,cloudy,0
1319,organic,2025-04-19 06:46:29,cloudy,0
1320,plastic,2025-04-19 06:38:05,cloudy,0
1321,organic,2025-04-19 07:14:48,cloudy,0
1322,organic,2025-04-19 18:00:18,cloudy,0
1323,plastic,2025-04-19 00:08:43,cloudy,0
1324,organic,2025-04-19 21:05:28,cloudy,0
1325,glass,2025-04-19 11:53:24,cloudy,0
1326,metal,2025-04-19 08:35:32,cloudy,0
1327,metal,2025-04-19 06:54:29,cloudy,0
1328,organic,2025-04-19 09:34:44,cloudy,0
1329,metal,2025-04-19 17:15:36,cloudy,0
1330,paper,2025-04-19 07:12:47,cloudy,0
1331,plastic,2025-04-20 16:06:19,cloudy,1
1332,plastic,2025-04-20 10:19:14,cloudy,1
1333,plastic,2025-04-20 05:27:43,cloudy,1
1334,plastic,2025-04-20 21:59:00,cloudy,1
1335,paper,2025-04-20 09:03:58,cloudy,1
1336,paper,2025-04-20 21:09:49,cloudy,1
1337,metal,2025-04-20 09:37:50,cloudy,1
1338,plastic,2025-04-20 16:20:55,cloudy,1
1339,organic,2025-04-20 05:30:30,cloudy,1
1340,plastic,2025-04-20 15:59:11,cloudy,1
1341,glass,2025-04-20 22:27:53,cloudy,1
1342,organic,2025-04-20 07:34:39,cloudy,1
1343,organic,2025-04-20 07:16:44,cloudy,1
1344,plastic,2025-04-20 16:25:56,cloudy,1
1345,plastic,2025-04-20 02:27:17,cloudy,1
1346,plastic,2025-04-20 22:13:50,cloudy,1
1347,paper,2025-04-20 21:35:48,cloudy,1
1348,organic,2025-04-20 04:20:56,cloudy,1
1349,plastic,2025-04-20 23:56:27,cloudy,1
1350,paper,2025-04-20 04:07:36,cloudy,1
1351,organic,2025-04-20 07:33:39,cloudy,1
1352,organic,2025-04-20 14:12:08,cloudy,1
1353,plastic,2025-04-20 23:54:10,cloudy,1
1354,metal,2025-04-20 20:58:42,cloudy,1
1355,plastic,2025-04-20 08:36:35,cloudy,1
1356,plastic,2025-04-20 08:20:24,cloudy,1
1357,plastic,2025-04-21 02:05:58,cloudy,1
1358,plastic,2025-04-21 23:49:39,cloudy,1
1359,glass,2025-04-21 13:56:16,cloudy,1
1360,paper,2025-04-21 03:14:44,cloudy,1
1361,paper,2025-04-21 23:56:12,cloudy,1
1362,organic,2025-04-21 15:43:10,cloudy,1
1363,organic,2025-04-21 05:30:44,cloudy,1
1364,glass,2025-04-21 22:20:53,cloudy,1
1365,paper,2025-04-21 18:49:58,cloudy,1
1366,plastic,2025-04-21 13:37:49,cloudy,1
1367,organic,2025-04-21 09:39:13,cloudy,1
1368,glass,2025-04-21 04:39:24,cloudy,1
1369,glass,2025-04-21 17:54:52,cloudy,1
1370,glass,2025-04-21 20:48:13,cloudy,1
1371,paper,2025-04-21 10:29:38,cloudy,1
1372,metal,2025-04-21 18:16:16,cloudy,1
1373,organic,2025-04-21 09:18:47,cloudy,1
1374,organic,2025-04-21 05:06:53,cloudy,1
1375,plastic,2025-04-21 07:59:49,cloudy,1
1376,plastic,2025-04-21 18:38:53,cloudy,1
1377,glass,2025-04-21 00:57:39,cloudy,1
1378,glass,2025-04-21 22:24:14,cloudy,1
1379,paper,2025-04-22 13:13:13,rainy,0
1380,plastic,2025-04-22 17:19:00,rainy,0
1381,glass,2025-04-22 17:13:52,rainy,0
1382,plastic,2025-04-22 19:41:59,rainy,0
1383,organic,2025-04-22 21:49:21,rainy,0
1384,plastic,2025-04-22 23:48:44,rainy,0
1385,metal,2025-04-22 18:31:36,rainy,0
1386,plastic,2025-04-23 11:45:31,cloudy,0
1387,paper,2025-04-23 18:27:21,cloudy,0
1388,organic,2025-04-23 08:24:14,cloudy,0
1389,organic,2025-04-23 01:58:39,cloudy,0
1390,metal,2025-04-23 15:09:11,cloudy,0
1391,paper,2025-04-23 01:57:45,cloudy,0
1392,organic,2025-04-23 05:42:31,cloudy,0
1393,plastic,2025-04-23 11:46:25,cloudy,0
1394,plastic,2025-04-23 19:41:38,cloudy,0
1395,plastic,2025-04-23 13:11:46,cloudy,0
1396,plastic,2025-04-23 01:38:54,cloudy,0
1397,plastic,2025-04-23 22:46:06,cloudy,0
1398,plastic,2025-04-23 03:49:28,cloudy,0
1399,paper,2025-04-24 11:12:51,sunny,0
1400,organic,2025-04-24 11:37:35,sunny,0
1401,organic,2025-04-24 00:03:00,sunny,0
1402,plastic,2025-04-24 21:16:53,sunny,0
1403,plastic,2025-04-24 20:59:44,sunny,0
1404,paper,2025-04-24 14:21:48,sunny,0
1405,organic,2025-04-24 12:09:35,sunny,0
1406,paper,2025-04-24 03:14:19,sunny,0
1407,plastic,2025-04-24 07:59:30,sunny,0
1408,plastic,2025-04-24 08:19:10,sunny,0
1409,metal,2025-04-24 03:01:53,sunny,0
1410,plastic,2025-04-24 00:34:52,sunny,0
1411,paper,2025-04-24 22:13:02,sunny,0
1412,metal,2025-04-24 15:31:04,sunny,0
1413,plastic,2025-04-24 18:55:00,sunny,0
1414,metal,2025-04-24 08:26:00,sunny,0
1415,metal,2025-04-25 07:34:47,sunny,0
1416,plastic,2025-04-25 04:06:50,sunny,0
1417,glass,2025-04-25 15:50:29,sunny,0
1418,paper,2025-04-25 20:20:10,sunny,0
1419,organic,2025-04-25 16:59:37,sunny,0
1420,plastic,2025-04-25 03:25:13,sunny,0
1421,plastic,2025-04-25 03:35:11,sunny,0
1422,paper,2025-04-25 04:13:46,sunny,0
1423,organic,2025-04-25 13:43:10,sunny,0
1424,plastic,2025-04-25 15:13:51,sunny,0
1425,paper,2025-04-25 08:43:44,sunny,0
1426,plastic,2025-04-25 20:57:01,sunny,0
1427,organic,2025-04-25 08:04:04,sunny,0
1428,organic,2025-04-25 09:21:50,sunny,0
1429,metal,2025-04-25 20:32:47,sunny,0
1430,plastic,2025-04-25 17:35:00,sunny,0
1431,plastic,2025-04-26 02:38:35,sunny,0
1432,plastic,2025-04-26 14:56:16,sunny,0
1433,paper,2025-04-26 20:42:45,sunny,0
1434,metal,2025-04-26 11:40:18,sunny,0
1435,metal,2025-04-26 15:05:37,sunny,0
1436,metal,2025-04-26 20:42:53,sunny,0
1437,plastic,2025-04-26 03:23:50,sunny,0
1438,plastic,2025-04-26 23:01:06,sunny,0
1439,plastic,2025-04-26 02:08:31,sunny,0
1440,plastic,2025-04-26 15:50:54,sunny,0
1441,plastic,2025-04-26 16:45:29,sunny,0
1442,organic,2025-04-26 05:08:59,sunny,0
1443,metal,2025-04-26 03:25:24,sunny,0
1444,glass,2025-04-26 23:50:58,sunny,0
1445,paper,2025-04-26 04:24:53,sunny,0
1446,glass,2025-04-26 19:41:34,sunny,0
1447,paper,2025-04-26 08:59:08,sunny,0
1448,plastic,2025-04-26 04:25:03,sunny,0
1449,metal,2025-04-26 21:11:38,sunny,0
1450,metal,2025-04-26 13:05:17,sunny,0
1451,plastic,2025-04-27 19:10:06,cloudy,1
1452,paper,2025-04-27 13:40:09,cloudy,1
1453,glass,2025-04-27 22:50:43,cloudy,1
1454,metal,2025-04-27 04:23:15,cloudy,1
1455,paper,2025-04-27 01:52:38,cloudy,1
1456,paper,2025-04-27 20:09:41,cloudy,1
1457,glass,2025-04-27 15:41:35,cloudy,1
1458,paper,2025-04-27 19:30:01,cloudy,1
1459,plastic,2025-04-27 06:17:50,cloudy,1
1460,plastic,2025-04-27 17:00:06,cloudy,1
1461,plastic,2025-04-27 03:53:04,cloudy,1
1462,glass,2025-04-27 03:33:52,cloudy,1
1463,organic,2025-04-27 12:04:47,cloudy,1
1464,glass,2025-04-27 12:32:30,cloudy,1
1465,metal,2025-04-27 04:21:30,cloudy,1
1466,plastic,2025-04-27 22:20:52,cloudy,1
1467,glass,2025-04-27 11:22:20,cloudy,1
1468,paper,2025-04-27 19:54:34,cloudy,1
1469,metal,2025-04-27 21:08:10,cloudy,1
1470,plastic,2025-04-27 03:40:11,cloudy,1
1471,metal,2025-04-27 02:15:51,cloudy,1
1472,organic,2025-04-27 02:12:57,cloudy,1
1473,organic,2025-04-27 23:08:56,cloudy,1
1474,paper,2025-04-27 13:52:52,cloudy,1
1475,organic,2025-04-27 04:41:09,cloudy,1
1476,glass,2025-04-27 00:52:05,cloudy,1
1477,plastic,2025-04-28 15:41:15,sunny,0
1478,paper,2025-04-28 22:35:49,sunny,0
1479,paper,2025-04-28 04:44:22,sunny,0
1480,paper,2025-04-28 07:15:07,sunny,0
1481,paper,2025-04-28 06:02:08,sunny,0
1482,metal,2025-04-28 15:28:56,sunny,0
1483,plastic,2025-04-28 01:13:29,sunny,0
1484,paper,2025-04-28 01:18:16,sunny,0
1485,paper,2025-04-28 11:11:32,sunny,0
1486,plastic,2025-04-28 18:16:57,sunny,0
1487,metal,2025-04-28 04:31:23,sunny,0
1488,organic,2025-04-28 15:11:42,sunny,0
1489,plastic,2025-04-28 20:58:10,sunny,0
1490,glass,2025-04-28 08:19:24,sunny,0
1491,metal,2025-04-28 01:08:26,sunny,0
1492,glass,2025-04-28 09:41:30,sunny,0
1493,metal,2025-04-29 09:56:19,sunny,0
1494,plastic,2025-04-29 07:35:18,sunny,0
1495,glass,2025-04-29 20:54:03,sunny,0
1496,metal,2025-04-29 07:12:44,sunny,0
1497,metal,2025-04-29 01:32:46,sunny,0
1498,plastic,2025-04-29 18:33:51,sunny,0
1499,metal,2025-04-29 06:42:36,sunny,0
1500,plastic,2025-04-29 13:01:40,sunny,0
1501,plastic,2025-04-29 06:41:50,sunny,0
1502,plastic,2025-04-29 22:28:12,sunny,0
1503,paper,2025-04-29 14:29:42,sunny,0
1504,glass,2025-04-29 00:12:20,sunny,0
1505,organic,2025-04-29 21:54:27,sunny,0
1506,paper,2025-04-29 08:59:45,sunny,0
1507,metal,2025-04-29 18:15:22,sunny,0
1508,glass,2025-04-29 01:55:44,sunny,0
1509,glass,2025-04-30 20:36:32,cloudy,0
1510,metal,2025-04-30 17:19:13,cloudy,0
1511,paper,2025-04-30 05:02:01,cloudy,0
1512,glass,2025-04-30 02:34:48,cloudy,0
1513,plastic,2025-04-30 03:50:03,cloudy,0
1514,paper,2025-04-30 03:20:41,cloudy,0
1515,organic,2025-04-30 16:34:08,cloudy,0
1516,plastic,2025-04-30 05:13:23,cloudy,0
1517,organic,2025-04-30 10:47:14,cloudy,0
1518,glass,2025-04-30 08:59:12,cloudy,0
1519,plastic,2025-04-30 16:19:04,cloudy,0
1520,plastic,2025-04-30 09:38:36,cloudy,0
1521,paper,2025-04-30 00:36:34,cloudy,0
1522,plastic,2025-05-01 04:21:15,sunny,0
1523,glass,2025-05-01 05:58:51,sunny,0
1524,plastic,2025-05-01 09:20:32,sunny,0
1525,glass,2025-05-01 15:13:52,sunny,0
1526,organic,2025-05-01 06:27:22,sunny,0
1527,plastic,2025-05-01 07:39:02,sunny,0
1528,metal,2025-05-01 03:50:40,sunny,0
1529,paper,2025-05-01 01:34:23,sunny,0
1530,organic,2025-05-01 23:29:12,sunny,0
1531,plastic,2025-05-01 05:37:45,sunny,0
1532,metal,2025-05-01 23:48:26,sunny,0
1533,organic,2025-05-01 16:16:18,sunny,0
1534,organic,2025-05-01 05:51:18,sunny,0
1535,paper,2025-05-01 04:50:52,sunny,0
1536,metal,2025-05-01 15:54:32,sunny,0
1537,paper,2025-05-01 23:38:23,sunny,0
1538,paper,2025-05-02 16:18:26,cloudy,0
1539,metal,2025-05-02 14:46:01,cloudy,0
1540,plastic,2025-05-02 02:58:55,cloudy,0
1541,metal,2025-05-02 03:33:57,cloudy,0
1542,plastic,2025-05-02 08:01:18,cloudy,0
1543,paper,2025-05-02 20:08:17,cloudy,0
1544,plastic,2025-05-02 22:31:25,cloudy,0
1545,plastic,2025-05-02 16:25:15,cloudy,0
1546,plastic,2025-05-02 01:47:30,cloudy,0
1547,glass,2025-05-02 14:27:57,cloudy,0
1548,organic,2025-05-02 12:37:44,cloudy,0
1549,plastic,2025-05-02 23:38:36,cloudy,0
1550,paper,2025-05-02 04:50:41,cloudy,0
1551,plastic,2025-05-03 00:21:28,rainy,0
1552,plastic,2025-05-03 16:52:59,rainy,0
1553,paper,2025-05-03 10:44:09,rainy,0
1554,plastic,2025-05-03 13:26:41,rainy,0
1555,glass,2025-05-03 21:12:21,rainy,0
1556,organic,2025-05-03 11:45:37,rainy,0
1557,metal,2025-05-03 20:29:10,rainy,0
1558,plastic,2025-05-03 07:57:32,rainy,0
1559,glass,2025-05-03 20:28:54,rainy,0
1560,plastic,2025-05-03 13:23:40,rainy,0
1561,glass,2025-05-03 17:44:38,rainy,0
1562,plastic,2025-05-04 05:09:13,misty,0
1563,organic,2025-05-04 02:25:46,misty,0
1564,organic,2025-05-04 07:06:57,misty,0
1565,plastic,2025-05-04 00:51:34,misty,0
1566,paper,2025-05-04 22:19:52,misty,0
1567,plastic,2025-05-04 11:51:20,misty,0
1568,organic,2025-05-04 18:47:46,misty,0
1569,paper,2025-05-04 03:32:06,misty,0
1570,paper,2025-05-04 20:34:28,misty,0
1571,paper,2025-05-04 10:17:33,misty,0
1572,plastic,2025-05-04 23:34:54,misty,0
1573,paper,2025-05-04 00:58:04,misty,0
1574,paper,2025-05-04 13:33:14,misty,0
1575,organic,2025-05-04 12:27:32,misty,0
1576,plastic,2025-05-04 21:34:16,misty,0
1577,organic,2025-05-05 10:51:37,sunny,1
1578,paper,2025-05-05 21:51:06,sunny,1
1579,paper,2025-05-05 19:32:44,sunny,1
1580,plastic,2025-05-05 10:33:21,sunny,1
1581,organic,2025-05-05 17:49:25,sunny,1
1582,plastic,2025-05-05 14:38:02,sunny,1
1583,organic,2025-05-05 03:35:29,sunny,1
1584,paper,2025-05-05 18:47:10,sunny,1
1585,paper,2025-05-05 08:34:42,sunny,1
1586,organic,2025-05-05 04:39:45,sunny,1
1587,plastic,2025-05-05 13:10:49,sunny,1
1588,organic,2025-05-05 03:33:22,sunny,1
1589,plastic,2025-05-05 21:13:11,sunny,1
1590,plastic,2025-05-05 02:27:28,sunny,1
1591,organic,2025-05-05 06:01:38,sunny,1
1592,organic,2025-05-05 03:03:34,sunny,1
1593,plastic,2025-05-05 09:30:57,sunny,1
1594,metal,2025-05-05 12:49:56,sunny,1
1595,plastic,2025-05-05 02:42:27,sunny,1
1596,paper,2025-05-05 05:03:46,sunny,1
1597,metal,2025-05-05 02:53:01,sunny,1
1598,glass,2025-05-05 20:09:05,sunny,1
1599,paper,2025-05-05 21:00:52,sunny,1
1600,glass,2025-05-05 05:47:50,sunny,1
1601,metal,2025-05-05 00:08:30,sunny,1
1602,organic,2025-05-05 18:44:02,sunny,1
1603,glass,2025-05-06 22:29:26,misty,0
1604,paper,2025-05-06 22:22:50,misty,0
1605,paper,2025-05-06 16:39:15,misty,0
1606,plastic,2025-05-06 16:21:46,misty,0
1607,organic,2025-05-06 18:37:49,misty,0
1608,organic,2025-05-06 09:17:00,misty,0
1609,organic,2025-05-06 04:24:02,misty,0
1610,glass,2025-05-06 09:14:12,misty,0
1611,plastic,2025-05-06 08:28:27,misty,0
1612,organic,2025-05-06 18:18:04,misty,0
1613,plastic,2025-05-06 10:07:30,misty,0
1614,glass,2025-05-07 16:21:05,rainy,0
1615,organic,2025-05-07 10:16:24,rainy,0
1616,glass,2025-05-07 15:49:49,rainy,0
1617,metal,2025-05-07 12:51:05,rainy,0
1618,paper,2025-05-07 10:34:10,rainy,0
1619,paper,2025-05-07 22:02:09,rainy,0
1620,paper,2025-05-07 05:17:08,rainy,0
1621,plastic,2025-05-08 08:12:00,sunny,0
1622,organic,2025-05-08 19:19:06,sunny,0
1623,plastic,2025-05-08 21:03:53,sunny,0
1624,plastic,2025-05-08 14:22:59,sunny,0
1625,organic,2025-05-08 00:54:52,sunny,0
1626,plastic,2025-05-08 00:47:41,sunny,0
1627,paper,2025-05-08 13:06:33,sunny,0
1628,plastic,2025-05-08 22:09:09,sunny,0
1629,paper,2025-05-08 01:45:43,sunny,0
1630,organic,2025-05-08 23:37:43,sunny,0
1631,plastic,2025-05-08 15:19:43,sunny,0
1632,plastic,2025-05-08 06:58:41,sunny,0
1633,glass,2025-05-08 09:46:52,sunny,0
1634,organic,2025-05-08 12:40:17,sunny,0
1635,plastic,2025-05-08 21:35:33,sunny,0
1636,metal,2025-05-08 07:38:08,sunny,0
1637,plastic,2025-05-09 07:10:07,cloudy,0
1638,plastic,2025-05-09 13:05:13,cloudy,0
1639,plastic,2025-05-09 06:14:48,cloudy,0
1640,plastic,2025-05-09 13:00:42,cloudy,0
1641,paper,2025-05-09 17:57:51,cloudy,0
1642,paper,2025-05-09 22:50:19,cloudy,0
1643,plastic,2025-05-09 06:02:26,cloudy,0
1644,organic,2025-05-09 13:37:01,cloudy,0
1645,metal,2025-05-09 22:24:08,cloudy,0
1646,metal,2025-05-09 14:23:01,cloudy,0
1647,organic,2025-05-09 03:09:33,cloudy,0
1648,organic,2025-05-09 09:10:16,cloudy,0
1649,metal,2025-05-09 10:14:27,cloudy,0
1650,glass,2025-05-10 13:15:53,cloudy,0
1651,organic,2025-05-10 20:02:12,cloudy,0
1652,metal,2025-05-10 15:52:01,cloudy,0
1653,plastic,2025-05-10 04:42:45,cloudy,0
1654,glass,2025-05-10 11:03:10,cloudy,0
1655,glass,2025-05-10 22:26:02,cloudy,0
1656,glass,2025-05-10 12:58:28,cloudy,0
1657,metal,2025-05-10 06:11:31,cloudy,0
1658,organic,2025-05-10 07:16:14,cloudy,0
1659,plastic,2025-05-10 01:52:24,cloudy,0
1660,metal,2025-05-10 00:43:35,cloudy,0
1661,glass,2025-05-10 11:30:43,cloudy,0
1662,glass,2025-05-10 14:25:10,cloudy,0
1663,glass,2025-05-10 01:15:18,cloudy,0
1664,paper,2025-05-10 02:49:17,cloudy,0
1665,organic,2025-05-10 07:46:46,cloudy,0
1666,plastic,2025-05-11 10:39:00,rainy,0
1667,organic,2025-05-11 14:24:43,rainy,0
1668,plastic,2025-05-11 00:23:53,rainy,0
1669,paper,2025-05-11 03:40:38,rainy,0
1670,metal,2025-05-11 14:55:11,rainy,0
1671,organic,2025-05-11 07:45:28,rainy,0
1672,plastic,2025-05-11 19:58:15,rainy,0
1673,plastic,2025-05-11 23:27:39,rainy,0
1674,organic,2025-05-11 05:49:33,rainy,0
1675,metal,2025-05-11 13:07:32,rainy,0
1676,organic,2025-05-11 14:57:44,rainy,0
1677,glass,2025-05-12 09:32:19,cloudy,0
1678,paper,2025-05-12 05:14:25,cloudy,0
1679,metal,2025-05-12 22:30:14,cloudy,0
1680,organic,2025-05-12 23:48:52,cloudy,0
1681,paper,2025-05-12 12:29:04,cloudy,0
1682,paper,2025-05-12 06:42:31,cloudy,0
1683,glass,2025-05-12 07:38:38,cloudy,0
1684,metal,2025-05-12 15:10:00,cloudy,0
1685,paper,2025-05-12 03:40:55,cloudy,0
1686,paper,2025-05-12 15:25:54,cloudy,0
1687,metal,2025-05-12 07:43:48,cloudy,0
1688,glass,2025-05-12 05:23:12,cloudy,0
1689,paper,2025-05-12 04:21:45,cloudy,0
1690,organic,2025-05-13 08:57:15,sunny,0
1691,metal,2025-05-13 08:56:11,sunny,0
1692,plastic,2025-05-13 04:55:44,sunny,0
1693,organic,2025-05-13 09:13:30,sunny,0
1694,plastic,2025-05-13 19:33:39,sunny,0
1695,glass,2025-05-13 16:37:48,sunny,0
1696,metal,2025-05-13 03:59:21,sunny,0
1697,paper,2025-05-13 12:08:14,sunny,0
1698,paper,2025-05-13 18:03:37,sunny,0
1699,organic,2025-05-13 07:09:34,sunny,0
1700,glass,2025-05-13 06:19:18,sunny,0
